"","UnixTimeStamp","AverageTxnFee(USD)","AverageTxnFee(Ether)","No.ofERC20TokenTransfers","AvgBlockSize(Bytes)","AvgBlockTime(Secs)","AvgGasLimit","AvgGasPrice(Wei)","DailyNewBlocks","UniqueAddressTotalCount","UniqueAddressReceiveCount","UniqueAddressSentCount","ERC20UniqueAddressTotalCount","ERC20UniqueAddressReceiveCount","ERC20UniqueAddressSentCount","MiningRewards(ETH)","TotalGasUsed","EtherPrice(USD)","TotalTransactions","TotalEthSupply","MarketCap(mlnUSD)","AvgNetworkDifficulty(TH)","AvgNetworkHashRate(GHs)","NetworkTxnFee(ETH)","NetworkUtilization(1=100%)","TotalUncleBlocks"
"1",1438214400,0,0,0,644,4.46,0,0,6912,8894,1,8893,0,0,0,39316.09375,0,0,8893,72049306.59375,0,0.121,11.5297,0,0,1299
"2",1438300800,0,0,0,582,12.58,0,0,6863,0,0,0,0,0,0,36191.71875,0,0,0,72085498.3125,0,0.603,51.4594,0,0,511
"3",1438387200,0,0,0,575,16.34,0,0,5293,0,0,0,0,0,0,27705.9375,0,0,0,72113204.25,0,0.887,57.7845,0,0,334
"4",1438473600,0,0,0,581,16.12,0,0,5358,0,0,0,0,0,0,28223.4375,0,0,0,72141427.6875,0,1.02,67.9224,0,0,394
"5",1438560000,0,0,0,587,16.37,0,0,5280,0,0,0,0,0,0,27976.71875,0,0,0,72169404.40625,0,1.126,74.5737,0,0,443
"6",1438646400,0,0,0,587,16.1,0,0,5368,0,0,0,0,0,0,28478.4375,0,0,0,72197882.84375,0,1.217,82.0352,0,0,458
"7",1438732800,0,0,0,579,16.51,0,0,5235,0,0,0,0,0,0,27528.59375,0,0,0,72225411.4375,0,1.328,86.1558,0,0,371
"8",1438819200,0,0,0,584,16.89,0,0,5116,0,0,0,0,0,0,27075.46875,0,0,0,72252486.90625,0,1.381,88.3326,0,0,411
"9",1438905600,0.05,0,0,633,16.65,122980,604684154870,5189,1087,784,609,0,0,0,27437.65625,49353826,2.77,2050,72279924.5625,200.215391038125,1.471,95.2981,37318413511279304704,0.1317,409
"10",1438992000,0.02,0,0,668,16.44,1940277,322713574989,5256,827,605,477,0,0,0,27943.4375,376006093,0.81,2881,72307868,58.56937308,1.586,104.8971,68099970071856832512,0.0468,458
"11",1439078400,0.01,0,0,618,16.86,3141325,475467129048,5123,733,462,500,0,0,0,27178.28125,38863003,0.74,1329,72335046.28125,53.527934248125,1.709,109.6916,14098949703205591040,0.0024,421
"12",1439164800,0.01,0,0,631,16.44,3141511,421654904254,5255,1002,821,763,0,0,0,27817.34375,74070061,0.68,2037,72362863.625,49.206747265,1.838,120.5988,31165144438378733568,0.0045,415
"13",1439251200,0,0,0,692,16.37,3141521,77838819162,5280,2343,2132,2112,0,0,0,28027.8125,163481740,1.06,4963,72390891.4375,76.73434492375,2.036,134.7695,11311448586019756032,0.0099,438
"14",1439337600,0.02,0,0,653,16.86,3141555,444902379011,5124,907,581,685,0,0,0,27370.9375,70102332,1.25,2036,72418262.375,90.52282796875,2.207,143.0004,32586992404377739264,0.0044,474
"15",1439424000,0.02,0,0,666,16.34,3141552,268683475202,5286,1275,872,993,0,0,0,28268.125,88234087,1.78,2842,72446530.5,128.95482429,2.337,156.6101,24929169109943119872,0.0053,504
"16",1439510400,0.01,0,0,660,14.88,3141575,193455494453,5809,1595,1115,1188,0,0,0,31106.71875,78746522,1.8,3174,72477637.21875,130.45974699375,2.671,196.7576,14354834112827457536,0.0043,555
"17",1439596800,0.01,0,0,638,16.04,3141584,144368937208,5382,1314,857,1064,0,0,0,28512.65625,59565914,1.79,2284,72506149.875,129.78600827625,3.378,227.665,8836593028046850048,0.0035,441
"18",1439683200,0,0,0,641,16.84,3141581,120940093311,5132,1203,765,989,0,0,0,27094.53125,58241191,1.37,2440,72533244.40625,99.3705448365625,3.632,231.8948,6677237924905555968,0.0036,385
"19",1439769600,0,0,0,635,16.16,3141589,132149993345,5347,1250,816,1000,0,0,0,28118.90625,60515132,1.2,2512,72561363.3125,87.073635975,3.908,258.9066,7642811839634956288,0.0036,377
"20",1439856000,0.01,0,0,648,17.46,3141585,146513014268,4948,1295,834,1048,0,0,0,26162.8125,66816413,1.27,2494,72587526.125,92.18615817875,4.378,270.4645,1.1906071340176e+19,0.0043,390
"21",1439942400,0.01,0,0,653,16.64,3141611,194583349948,5192,1351,823,1148,0,0,0,27282.03125,91746712,1.26,3246,72614808.15625,91.494658276875,4.42,284.0496,15430950669480218624,0.0056,361
"22",1440028800,0,0,0,650,21.47,3141608,99011782801,4024,1168,658,992,0,0,0,21057.03125,63112713,1.48,2303,72635865.1875,107.5010804775,4.469,221.4382,6855566942706630656,0.005,257
"23",1440115200,0,0,0,668,16.98,3141620,79543407701,5088,1426,913,1231,0,0,0,26690.9375,106379973,1.44,3919,72662556.125,104.63408082,4.415,277.282,7855041724705318912,0.0067,338
"24",1440201600,0.02,0,0,648,16.39,3141669,552841333007,5271,1415,840,1242,0,0,0,27550.46875,90744195,1.39,3579,72690106.59375,101.039248165313,4.828,312.6127,42547171829582454784,0.0055,323
"25",1440288000,0,0,0,681,17.24,3141828,73439482806,5013,1571,885,1417,0,0,0,26255.625,117802449,1.35,4190,72716362.21875,98.1670889953125,5.138,317.1623,8049767672901801984,0.0075,320
"26",1440374400,0,0,0,673,16.67,3141762,92409814705,5184,1437,873,1290,0,0,0,27333.28125,97648912,1.24,4432,72743695.5,90.20218242,5.179,333.3458,8876285419798610944,0.006,377
"27",1440460800,0,0,0,680,16.95,3141658,76432335617,5097,1581,951,1406,0,0,0,26736.09375,114480057,1.17,4487,72770431.59375,85.1414049646875,5.173,325.2465,8259755825110536192,0.0071,335
"28",1440547200,0,0,0,669,17.27,3141656,60481160549,5003,1528,883,1393,0,0,0,26137.96875,99511209,1.16,4156,72796569.5625,84.4440206925,5.587,343.1277,7447729278556984320,0.0063,303
"29",1440633600,0,0,0,708,18.35,3141738,59307091958,4708,1592,929,1427,0,0,0,24532.8125,147888097,1.13,5590,72821102.375,82.28784568375,5.925,341.1168,8670963042887941120,0.01,266
"30",1440720000,0,0,0,691,18.57,3141816,92879907335,4653,1532,919,1376,0,0,0,24225.15625,111903559,1.3,4758,72845327.53125,94.698925790625,6.251,355.2287,9925148370505207808,0.0077,257
"31",1440806400,0,0,0,682,19.93,3141640,56211090684,4329,1376,839,1248,0,0,0,22525,99107570,1.18,4139,72867852.53125,85.984065986875,6.658,351.453,5507451526061551616,0.0073,232
"32",1440892800,0,0,0,689,20.77,3141760,55155494457,4155,1625,931,1495,0,0,0,21453.59375,102643603,1.32,4572,72889306.125,96.213884085,6.781,340.144,5634173742432616448,0.0079,179
"33",1440979200,0,0,0,731,20.87,3141670,58423521569,4122,1516,947,1386,0,0,0,21293.4375,129040364,1.35,5196,72910599.5625,98.429309409375,7.214,359.3523,7424533814378986496,0.01,182
"34",1441065600,0,0,0,741,21.86,3142022,56671549652,3938,1556,916,1432,0,0,0,20342.96875,140186844,1.35,5153,72930942.53125,98.4567724171875,7.641,363.4134,7843769855894396928,0.0113,171
"35",1441152000,0,0,0,766,24.12,3141705,59243651401,3577,1515,875,1400,0,0,0,18387.34375,139367393,1.29,5195,72949329.875,94.10463553875,8.284,355.9032,8153735331051016192,0.0124,135
"36",1441238400,0,0,0,755,25.53,3141915,55051483461,3383,1449,778,1343,0,0,0,17380.9375,126323875,1.26,4777,72966710.8125,91.93805562375,8.355,339.3088,6970025674099679232,0.0119,126
"37",1441324800,0,0,0,762,19.3,3141831,58779015464,4443,1451,761,1355,0,0,0,23081.875,167169621,1.27,5642,72989792.6875,92.697036713125,6.47,350.0661,9733856361469302784,0.012,232
"38",1441411200,0,0,0,753,17.48,3141859,54768144366,4921,1487,830,1388,0,0,0,25629.0625,159443421,1.37,5519,73015421.75,100.0311277975,6.235,374.917,9141228323603367936,0.0103,274
"39",1441497600,0,0,0,733,17.19,3141785,55089818552,4978,1588,965,1406,0,0,0,26168.28125,142769611,1.3,5521,73041590.03125,94.954067040625,6.305,388.4451,8.055487734516e+18,0.0091,345
"40",1441584000,0,0,0,753,17.77,3141753,53594260637,4834,1633,969,1511,0,0,0,25460.46875,170954165,1.24,5702,73067050.5,90.60314262,6.339,379.8349,9256422395866533888,0.0113,343
"41",1441670400,0,0,0,759,17.46,3141945,64932639811,4923,1546,1003,1408,0,0,0,25892.5,159613715,1.23,5622,73092943,89.90431989,6.077,370.7395,10379926302044416000,0.0103,348
"42",1441756800,0,0,0,765,17.12,3141686,53779997784,5035,1544,980,1428,0,0,0,26427.65625,173606036,1.21,5604,73119370.65625,88.4744384940625,6.202,386.1935,9840601069163061248,0.011,345
"43",1441843200,0,0,0,730,17.18,3141856,54630657670,5003,1540,989,1406,0,0,0,26444.21875,141533806,1.16,5341,73145814.875,84.849145255,6.29,392.0801,7925807170796993536,0.009,383
"44",1441929600,0,0,0,736,16.71,3141709,55713802958,5141,1702,1088,1578,0,0,0,27239.84375,160019709,0.98,6460,73173054.71875,71.709593624375,6.562,421.6556,8876728152679961600,0.0099,411
"45",1442016000,0,0,0,761,17.11,3141607,61830202468,5026,1545,942,1443,0,0,0,26401.09375,186314190,1.04,5596,73199455.8125,76.127434045,6.833,424.2721,11354833193505239040,0.0118,339
"46",1442102400,0,0,0,764,17.25,3141606,52313524792,4971,1599,954,1482,0,0,0,26171.40625,177583552,0.94,6057,73225627.21875,68.832089585625,7.022,432.7014,9578725673919107072,0.0114,353
"47",1442188800,0,0,0,771,17.61,3141838,53772389657,4851,1623,1013,1523,0,0,0,25588.125,171636301,0.87,5572,73251215.34375,63.7285573490625,6.626,399.6471,9901548419395162112,0.0113,360
"48",1442275200,0,0,0,755,17.75,3141800,53191101494,4842,1487,906,1380,0,0,0,25615.3125,148568242,0.94,5409,73276830.65625,68.880220816875,6.419,387.7858,8426997145283307520,0.0098,378
"49",1442361600,0,0,0,739,17.32,3141820,111518559318,4956,1511,920,1388,0,0,0,26318.125,146153300,0.9,5872,73303148.78125,65.972833903125,6.179,383.9057,15146617077844793344,0.0094,412
"50",1442448000,0,0,0,753,17.91,3141794,55637920883,4808,1518,982,1389,0,0,0,25435.625,147106346,0.89,5368,73328584.40625,65.2624401215625,6.04,362.1457,8556523791455506432,0.0097,372
"51",1442534400,0,0,0,785,17.57,3141637,55703151966,4889,1463,891,1349,0,0,0,25901.71875,212949263,0.85,5802,73354486.125,62.35131320625,5.653,346.2296,11834821066198468608,0.0139,403
"52",1442620800,0,0,0,735,16.9,3141615,51639660974,5078,1368,840,1270,0,0,0,27179.6875,151038683,0.89,5205,73381665.8125,65.309682573125,5.548,357.5566,7982204372925468672,0.0095,490
"53",1442707200,0,0,0,766,16.04,3142039,52910345407,5305,1467,904,1368,0,0,0,27982.65625,206446103,0.94,6402,73409648.46875,69.005069560625,6.202,408.748,10969645471755071488,0.0124,389
"54",1442793600,0,0,0,779,16.87,3141982,51171380285,5075,1522,988,1406,0,0,0,26651.875,190902398,0.9,6305,73436300.34375,66.092670309375,6.541,409.9779,10180741940942934016,0.012,340
"55",1442880000,0,0,0,807,17,3141713,51465441496,5051,1536,1001,1401,0,0,0,26370.3125,211491983,0.9,6804,73462670.65625,66.116403590625,6.624,410.0917,11404145175916603392,0.0133,298
"56",1442966400,0,0,0,784,16.58,3141858,51732832046,5165,1738,969,1657,0,0,0,27080.3125,198471252,0.9,7404,73489750.96875,66.140775871875,6.895,438.8619,10700267104792059904,0.0122,334
"57",1443052800,0,0,0,782,17.1,3141870,54262646753,5021,1570,1004,1474,0,0,0,26385.78125,183782502,0.81,6224,73516136.75,59.5480707675,7.029,436.2345,10319506266501324800,0.0117,341
"58",1443139200,0,0,0,767,16.73,3141685,52300197415,5126,1537,974,1436,0,0,0,27003.4375,178617418,0.74,5851,73543140.1875,54.42192373875,6.977,443.497,9836594916126599168,0.0111,366
"59",1443225600,0,0,0,765,17.32,3141649,55315658061,4930,1421,890,1342,0,0,0,25910.3125,160320021,0.78,5907,73569050.5,57.38385939,7.227,440.6371,9289146478621032448,0.0104,338
"60",1443312000,0,0,0,725,17.92,3141739,51025979902,4773,1418,907,1335,0,0,0,25011.09375,165754018,0.72,5760,73594061.59375,52.9877243475,7.253,426.444,8423870450444849152,0.0111,307
"61",1443398400,0,0,0,755,18.02,3141657,52683661382,4738,1546,1003,1442,0,0,0,24714.21875,171799357,0.59,6123,73618775.8125,43.435077729375,6.747,391.4721,9272346609307111424,0.0115,275
"62",1443484800,0,0,0,762,18.51,3141780,55437141860,4640,1533,962,1384,0,0,0,24368.4375,155322802,0.68,5738,73643144.25,50.07733809,6.057,347.3122,8877328420749419520,0.0107,314
"63",1443571200,0,0,0,742,18.04,3141889,51461473059,4757,1491,924,1376,0,0,0,25093.75,161315703,0.72,5870,73668238,53.04113136,5.625,332.8925,8.385327115721e+18,0.0108,356
"64",1443657600,0,0,0,741,16.45,3141822,51474669294,5210,1474,947,1329,0,0,0,27422.03125,167413168,0.68,6421,73695660.03125,50.11304882125,5.653,365.2783,8767949463445914624,0.0102,373
"65",1443744000,0,0,0,773,16.62,3141782,52567714347,5143,1376,857,1286,0,0,0,26913.125,175336965,0.68,6063,73722573.15625,50.13134974625,5.982,378.4969,9765296662850670592,0.0109,324
"66",1443830400,0,0,0,769,16.84,3141755,52502578427,5077,1390,890,1291,0,0,0,26453.75,176738025,0.69,6112,73749026.90625,50.8868285653125,6.291,390.9186,9791648364458627072,0.0111,292
"67",1443916800,0,0,0,776,17.47,3141756,50733256095,4886,1394,872,1295,0,0,0,25480.15625,175625589,0.67,6624,73774507.0625,49.428919731875,6.206,371.1233,9431925785897953280,0.0114,281
"68",1444003200,0,0,0,771,17.05,3141678,50742818443,5009,1410,871,1336,0,0,0,26136.875,217225401,0.63,6279,73800643.9375,46.494405680625,6.285,385.5859,11486773507230091264,0.0138,292
"69",1444089600,0,0,0,781,17.67,3141827,51375494165,4806,1416,907,1315,0,0,0,25036.5625,185466056,0.66,6458,73825680.5,48.72494913,6.276,368.4521,9995299953552863232,0.0123,266
"70",1444176000,0,0,0,808,17.09,3141680,51181314265,5004,1374,881,1297,0,0,0,26133.59375,227483136,0.61,7121,73851814.09375,45.0496065971875,5.984,366.9765,12182989920710770688,0.0145,295
"71",1444262400,0,0,0,789,16.6,3141709,56971870131,5152,1331,865,1243,0,0,0,26782.1875,206603046,0.62,6926,73878596.28125,45.804729694375,5.978,375.1336,11972933368342349824,0.0128,270
"72",1444348800,0,0,0,779,17.45,3141695,61962572208,4905,1367,868,1290,0,0,0,25447.65625,180944156,0.65,6763,73904043.9375,48.037628559375,6.123,364.9485,11309218384317882368,0.0117,245
"73",1444435200,0,0,0,778,17.44,3141792,64893302980,4896,1267,793,1205,0,0,0,25499.6875,174240457,0.63,6529,73929543.625,46.57561248375,6.032,360.6383,11382811617053816832,0.0113,270
"74",1444521600,0,0,0,748,16.91,3141731,56318375319,5073,1301,840,1212,0,0,0,26510.78125,154497993,0.63,6023,73956054.40625,46.5923142759375,6.139,381.8711,8998794599150720000,0.0097,301
"75",1444608000,0,0,0,787,16.48,3141695,51359902694,5148,1336,832,1257,0,0,0,26800,200001725,0.63,6593,73982854.40625,46.6091982759375,6.145,386.3386,10703807320817250304,0.0124,284
"76",1444694400,0,0,0,818,16.76,3141683,53219625156,5108,1476,846,1400,0,0,0,26668.28125,223630692,0.6,6818,74009522.6875,44.4057136125,6.357,397.9554,12323248799642253312,0.0139,301
"77",1444780800,0,0,0,791,17.3,3141697,57976429615,4934,1567,956,1447,0,0,0,25875.625,193279995,0.51,6830,74035398.3125,37.758053139375,6.482,394.1999,1.1831998521079e+19,0.0125,320
"78",1444867200,0,0,0,824,17.39,3141699,54823147993,4926,1497,876,1391,0,0,0,25610.46875,347607211,0.56,6499,74061008.78125,41.4741649175,6.209,372.9212,18870343861669732352,0.0225,263
"79",1444953600,0,0,0,827,17.56,3141670,53404946237,4883,1367,882,1275,0,0,0,25441.40625,400824348,0.53,6795,74086450.1875,39.265818599375,5.815,347.0096,21179446545648123904,0.0261,273
"80",1445040000,0,0,0,788,16.86,3141653,53619552703,5056,1356,867,1251,0,0,0,26450.625,230368185,0.55,6567,74112900.8125,40.762095446875,6.004,373.0388,1.2291462445798e+19,0.0145,312
"81",1445126400,0,0,0,812,17.28,3141624,52006592112,4945,1346,818,1247,0,0,0,25848.28125,249377360,0.52,6481,74138749.09375,38.55214952875,5.974,362.4454,13113012602069782528,0.0161,297
"82",1445212800,0,0,0,802,17.29,3141665,52456819761,4975,1453,842,1359,0,0,0,25966.71875,216816740,0.49,6604,74164715.8125,36.340710748125,5.922,360.9165,11699219139603277824,0.0139,291
"83",1445299200,0,0,0,770,17.2,3141727,53767556518,4990,1315,837,1227,0,0,0,26192.5,191557542,0.44,5897,74190908.3125,32.6439996575,5.835,359.4184,11527019798769717248,0.0122,332
"84",1445385600,0,0,0,774,17.22,3141707,53588794315,4990,1522,873,1428,0,0,0,26046.40625,180468852,0.44,6182,74216954.71875,32.65546007625,5.876,358.9999,10155857734674391040,0.0115,289
"85",1445472000,0,0,0,782,17.78,3141732,57253941421,4835,1390,849,1268,0,0,0,25330.78125,237772273,0.59,5979,74242285.5,43.802948445,5.734,341.149,1.3200504837912e+19,0.0157,305
"86",1445558400,0,0,0,818,16.26,3141638,51207267003,5263,1524,957,1404,0,0,0,27558.59375,260401303,0.52,6888,74269844.09375,38.62031892875,5.879,380.6258,13747941391847577600,0.0157,331
"87",1445644800,0,0,0,771,16.52,3141626,50749518370,5171,1636,869,1555,0,0,0,27115,211420205,0.57,6361,74296959.09375,42.3492666834375,6.288,400.8051,10696638217152163840,0.013,336
"88",1445731200,0,0,0,751,16.74,3141631,51635339670,5096,1498,918,1393,0,0,0,26814.21875,170100960,0.65,5830,74323773.3125,48.310452653125,6.589,415.4128,9079512126157536256,0.0106,351
"89",1445817600,0,0,0,765,17.52,3141613,54585998170,4908,1656,987,1568,0,0,0,25915.3125,203310004,0.74,5938,74349688.625,55.0187695825,6.541,399.276,10773267121614424064,0.0132,366
"90",1445904000,0,0,0,815,16.5,3141603,53525777571,5220,1707,1150,1545,0,0,0,27526.25,365376906,0.87,6784,74377214.875,64.70817694125,6.542,423.6995,18902897578375483392,0.0223,376
"91",1445990400,0,0,0,808,17.33,3141629,54787998286,4967,1701,1167,1562,0,0,0,26348.4375,202357247,1.01,7346,74403563.3125,75.147598945625,6.846,425.0888,10898696630107062272,0.013,398
"92",1446076800,0,0,0,814,16.64,3141634,52364630378,5158,1975,1269,1812,0,0,0,27507.03125,241667844,1.16,7836,74431070.34375,86.34004159875,7.04,457.198,1.2550751739957e+19,0.0149,453
"93",1446163200,0,0,3,781,16.3,3141598,54017718700,5232,2220,1315,2093,2,1,1,27723.90625,250649964,1.04,7941,74458794.25,77.43714602,7.429,485.0091,13466321660416294912,0.0152,409
"94",1446249600,0,0,0,812,16.65,3141633,53753181787,5129,1988,1222,1893,0,0,0,27747.8125,296674561,0.89,7557,74486542.0625,66.293022435625,7.793,512.5808,15482425600544886784,0.0184,554
"95",1446336000,0,0,0,783,16.54,3141603,50751088484,5158,2132,1157,2042,0,0,0,28180.15625,316473677,1.05,6915,74514722.21875,78.2404583296875,7.781,520.7818,16170261068417536000,0.0195,625
"96",1446422400,0,0,1,779,17.04,3141654,53162663704,5024,2040,1332,1897,2,1,1,27134.21875,193339829,0.96,6558,74541856.4375,71.56018218,7.69,494.4047,10396013972700377088,0.0122,531
"97",1446508800,0,0,30,844,16.83,3141601,51578536572,5085,2067,1249,1957,26,23,10,27605.78125,236076946,1,7399,74569462.21875,74.56946221875,7.333,480.1956,12240350989948538880,0.0148,573
"98",1446595200,0,0,18,762,16.79,3141728,52243136362,5125,2040,1241,1907,18,14,4,27716.40625,180987375,0.87,7037,74597178.625,64.89954540375,7.743,508.4657,9392856950587457536,0.0112,549
"99",1446681600,0,0,12,813,16.85,3141619,52990311400,5103,1915,1288,1768,15,11,5,27291.40625,199792729,0.89,7498,74624470.03125,66.4157783278125,7.582,489.3514,10593890524409683968,0.0125,473
"100",1446768000,0,0,0,812,16.56,3141598,52184810513,5142,1808,1241,1683,0,0,0,27422.1875,309939683,0.92,7882,74651892.21875,68.67974084125,7.592,491.3861,15936270156556765184,0.0192,450
"101",1446854400,0,0,0,1005,17.27,3141648,51944373853,4922,2068,1176,1978,0,0,0,26715.3125,572275369,0.92,10996,74678607.53125,68.70431892875,7.55,478.1613,32079919793349357568,0.037,550
"102",1446940800,0,0,18,1015,17.02,3141634,52414324288,5021,2272,1188,2175,4,2,2,27289.0625,563914716,1.02,12413,74705896.59375,76.200014525625,7.709,498.873,2.9526878882443e+19,0.0357,570
"103",1447027200,0,0,39,786,17,3141601,51918274052,5024,2061,1342,1910,30,28,4,27059.53125,211894015,1,7689,74732956.125,74.732956125,7.754,496.5674,11263102919443230720,0.0134,509
"104",1447113600,0,0,39,834,16.92,3141605,52237284910,5053,1827,1270,1725,37,36,1,27444.0625,287969451,0.92,8151,74760400.1875,68.7795681725,7.76,505.3881,15351192628299206656,0.0181,574
"105",1447200000,0,0,27,1044,17.08,3141604,52560853806,5028,2034,1260,1937,26,24,3,27826.5625,414061456,0.78,10217,74788226.75,58.334816865,7.673,508.885,23076791328155836416,0.0262,702
"106",1447286400,0,0,5,874,16.84,3141977,59050838844,5079,1808,1215,1710,3,2,2,28024.53125,450460992,0.89,9534,74816251.28125,66.5864636403125,7.746,517.4888,25889101201769873408,0.0282,693
"107",1447372800,0,0,3,808,16.63,3141601,51534479321,5119,1806,1194,1715,5,3,3,28185.15625,280236525,0.89,7891,74844436.4375,66.611548429375,7.87,528.3143,14583302464865802240,0.0174,681
"108",1447459200,0,0,1,938,16.64,3141660,51216461485,5127,1798,1240,1699,2,1,1,28357.65625,360305868,0.89,7211,74872794.09375,66.6367867434375,7.913,534.8715,18534033511704231936,0.0224,713
"109",1447545600,0,0,4,797,16.52,3141650,51537798825,5195,1760,1219,1686,5,1,4,28120.15625,224846805,0.9,7170,74900914.25,67.410822825,8.26,550.2513,11483974092635213824,0.0138,561
"110",1447632000,0,0,2,782,16.97,3141691,56768038418,5039,1868,1272,1765,4,2,2,27395.15625,182259335,0.94,7442,74928309.40625,70.432610841875,8.327,541.2585,10269635973055744000,0.0115,577
"111",1447718400,0,0,0,762,16.54,3141628,56303859554,5163,1902,1306,1803,0,0,0,27793.59375,171866071,1,7145,74956103,74.956103,8.153,535.801,9596829650575912960,0.0106,515
"112",1447804800,0,0,1,774,16.81,3141600,53515892028,5075,1860,1304,1758,2,1,1,27252.03125,195036006,0.99,7373,74983355.03125,74.2335214809375,8.55,550.5812,10321475397415639040,0.0122,489
"113",1447891200,0,0,0,882,17.04,3141601,54119551224,4977,1865,1280,1763,0,0,0,26563.4375,291565861,0.95,8876,75009918.46875,71.2594225453125,8.807,552.7532,1.5863939513515e+19,0.0186,446
"114",1447977600,0,0,2,814,18.1,3141629,54384895828,4721,1764,1068,1685,2,1,1,25130.46875,215430072,0.93,6348,75035048.9375,69.782595511875,7.975,472.9611,11986899241936797696,0.0145,403
"115",1448064000,0,0,0,832,16.97,3141598,54039631830,5035,1711,1097,1605,0,0,0,26782.1875,200136785,0.97,6822,75061831.125,72.80997619125,7.601,480.0484,11244910062602561536,0.0127,422
"116",1448150400,0,0,0,816,16.9,3141599,53793371733,5049,2016,1027,1922,0,0,0,26988.59375,200785655,0.96,7083,75088819.71875,72.08526693,7.533,480.251,11241715326286604288,0.0127,459
"117",1448236800,0,0,0,863,16.65,3141623,55629754775,5089,1739,1137,1629,0,0,0,27272.34375,233727612,0.94,8260,75116092.0625,70.60912653875,7.566,487.9382,13316084717852135424,0.0146,483
"118",1448323200,0,0,0,828,17.21,3141597,58042755370,5001,1821,1127,1722,0,0,0,26848.125,213080657,0.91,7152,75142940.1875,68.380075570625,7.665,486.5758,12966491027158747136,0.0136,484
"119",1448409600,0,0,0,807,17.37,3141605,54235748106,4940,1711,1123,1625,0,0,0,26471.875,236509015,0.86,7098,75169412.0625,64.64569437375,7.517,470.151,12459630991672276992,0.0152,464
"120",1448496000,0,0,2,784,17.36,3141604,53986356287,4940,1805,1140,1729,3,2,1,26538.4375,172083879,0.88,7278,75195950.5,66.17243644,7.498,470.857,9307010479992449024,0.0111,486
"121",1448582400,0,0,0,790,16.5,3141597,53456555142,5174,1661,1030,1594,0,0,0,27886.875,173300084,0.87,6639,75223837.375,65.44473851625,7.47,492.9653,9399192619419860992,0.0107,528
"122",1448668800,0,0,3,774,16.96,3141615,54312682973,5008,1652,1047,1584,4,1,3,27207.96875,277436869,0.91,6817,75251045.34375,68.4784512628125,7.721,498.5437,14567130571469754368,0.0176,571
"123",1448755200,0,0,1,776,16.84,3141597,53321187419,5050,1667,1078,1599,2,1,1,27347.8125,171604728,0.87,6853,75278393.15625,65.4922020459375,7.721,500.4669,9090792117113711616,0.0108,550
"124",1448841600,0,0,0,864,16.75,3141791,55199244474,5080,1783,1006,1697,0,0,0,27356.25,378296036,0.88,8986,75305749.40625,66.2690594775,7.781,503.9533,20815751537737420800,0.0237,516
"125",1448928000,0,0,0,847,16.92,3141605,54837947431,5078,1764,982,1685,0,0,0,27542.8125,231616100,0.87,6794,75333292.21875,65.5399642303125,7.873,514.3284,13074388944575776768,0.0145,566
"126",1449014400,0,0,1,819,17.86,3141635,53588845124,4824,1674,938,1608,2,1,1,26007.03125,209753737,0.83,6502,75359299.25,62.5482183775,7.818,481.8385,11438122532174237696,0.0138,501
"127",1449100800,0,0,1,778,16.46,3141598,53564860105,5205,1759,1000,1667,2,1,1,28063.28125,198524826,0.82,6971,75387362.53125,61.817637275625,7.588,504.3068,10666077605006573568,0.0121,537
"128",1449187200,0,0,16,804,17.09,3141596,53920215595,5008,1743,965,1640,21,14,8,26679.375,224707034,0.84,6898,75414041.90625,63.34779520125,7.833,493.1904,12372342317467217920,0.0143,432
"129",1449273600,0,0,7,835,17.07,3141598,54430269329,5006,1717,994,1641,7,4,3,26581.875,231821279,0.85,6784,75440623.78125,64.1245302140625,8.164,511.9346,13084824514839101440,0.0147,412
"130",1449360000,0,0,4,877,17.42,3141608,53904812363,4913,2007,1314,1726,8,4,4,26255.78125,321509549,0.84,9103,75466879.5625,63.3921788325,7.852,487.6672,17147404223188336640,0.0208,453
"131",1449446400,0,0,6,775,17.18,3141601,53988885934,4971,1953,1290,1717,10,6,4,26718.90625,176718066,0.8,7141,75493598.46875,60.394878775,7.648,483.681,9642772252255178752,0.0113,493
"132",1449532800,0,0,5,771,17.39,3141598,53743612456,4911,1758,1120,1663,6,3,3,26312.5,170716327,0.83,6697,75519910.96875,62.6815261040625,7.548,469.5651,9146200894289795072,0.0111,464
"133",1449619200,0,0,1,779,16.46,3141606,54733915734,5208,1749,1107,1652,2,1,1,28324.0625,179709088,0.79,7001,75548235.03125,59.6831056746875,7.35,494.265,10136989432654592000,0.011,602
"134",1449705600,0,0,9,820,16.71,3141594,54938250098,5144,1780,1093,1690,8,6,5,27477.34375,205190667,0.84,7444,75575712.375,63.483598395,7.773,504.7793,11340935043430610944,0.0127,467
"135",1449792000,0,0,6,884,16.93,3141605,58195798149,5062,1788,1134,1698,9,5,4,27022.8125,270674425,0.91,8105,75602735.1875,68.798489020625,8.06,514.5903,16852443787757887488,0.017,454
"136",1449878400,0,0,3,916,16.82,3141646,59486449382,5076,2153,1510,2038,5,2,3,27206.5625,353864548,0.97,8205,75629941.75,73.3610434975,8.045,517.9029,23123143175929712640,0.0222,486
"137",1449964800,0,0,1,845,16.29,3141609,56701649126,5280,1968,1288,1771,2,1,1,27907.34375,325726017,0.96,7426,75657849.09375,72.63153513,8.472,556.8745,18732109712665255936,0.0196,399
