"Date(UTC)","UnixTimeStamp","Supply","MarketCap","Price"
"7/30/2015","1438214400","72049306.59375","0","0.00"
"7/31/2015","1438300800","72085498.31250","0","0.00"
"8/1/2015","1438387200","72113204.25000","0","0.00"
"8/2/2015","1438473600","72141427.68750","0","0.00"
"8/3/2015","1438560000","72169404.40625","0","0.00"
"8/4/2015","1438646400","72197882.84375","0","0.00"
"8/5/2015","1438732800","72225411.43750","0","0.00"
"8/6/2015","1438819200","72252486.90625","0","0.00"
"8/7/2015","1438905600","72279924.56250","200.215391038125","2.77"
"8/8/2015","1438992000","72307868.00000","58.56937308","0.81"
"8/9/2015","1439078400","72335046.28125","53.527934248125","0.74"
"8/10/2015","1439164800","72362863.62500","49.206747265","0.68"
"8/11/2015","1439251200","72390891.43750","76.73434492375","1.06"
"8/12/2015","1439337600","72418262.37500","90.52282796875","1.25"
"8/13/2015","1439424000","72446530.50000","128.95482429","1.78"
"8/14/2015","1439510400","72477637.21875","130.45974699375","1.80"
"8/15/2015","1439596800","72506149.87500","129.78600827625","1.79"
"8/16/2015","1439683200","72533244.40625","99.3705448365625","1.37"
"8/17/2015","1439769600","72561363.31250","87.073635975","1.20"
"8/18/2015","1439856000","72587526.12500","92.18615817875","1.27"
"8/19/2015","1439942400","72614808.15625","91.494658276875","1.26"
"8/20/2015","1440028800","72635865.18750","107.5010804775","1.48"
"8/21/2015","1440115200","72662556.12500","104.63408082","1.44"
"8/22/2015","1440201600","72690106.59375","101.0392481653125","1.39"
"8/23/2015","1440288000","72716362.21875","98.1670889953125","1.35"
"8/24/2015","1440374400","72743695.50000","90.20218242","1.24"
"8/25/2015","1440460800","72770431.59375","85.1414049646875","1.17"
"8/26/2015","1440547200","72796569.56250","84.4440206925","1.16"
"8/27/2015","1440633600","72821102.37500","82.28784568375","1.13"
"8/28/2015","1440720000","72845327.53125","94.698925790625","1.30"
"8/29/2015","1440806400","72867852.53125","85.984065986875","1.18"
"8/30/2015","1440892800","72889306.12500","96.213884085","1.32"
"8/31/2015","1440979200","72910599.56250","98.429309409375","1.35"
"9/1/2015","1441065600","72930942.53125","98.4567724171875","1.35"
"9/2/2015","1441152000","72949329.87500","94.10463553875","1.29"
"9/3/2015","1441238400","72966710.81250","91.93805562375","1.26"
"9/4/2015","1441324800","72989792.68750","92.697036713125","1.27"
"9/5/2015","1441411200","73015421.75000","100.0311277975","1.37"
"9/6/2015","1441497600","73041590.03125","94.954067040625","1.30"
"9/7/2015","1441584000","73067050.50000","90.60314262","1.24"
"9/8/2015","1441670400","73092943.00000","89.90431989","1.23"
"9/9/2015","1441756800","73119370.65625","88.4744384940625","1.21"
"9/10/2015","1441843200","73145814.87500","84.849145255","1.16"
"9/11/2015","1441929600","73173054.71875","71.709593624375","0.98"
"9/12/2015","1442016000","73199455.81250","76.127434045","1.04"
"9/13/2015","1442102400","73225627.21875","68.832089585625","0.94"
"9/14/2015","1442188800","73251215.34375","63.7285573490625","0.87"
"9/15/2015","1442275200","73276830.65625","68.880220816875","0.94"
"9/16/2015","1442361600","73303148.78125","65.972833903125","0.90"
"9/17/2015","1442448000","73328584.40625","65.2624401215625","0.89"
"9/18/2015","1442534400","73354486.12500","62.35131320625","0.85"
"9/19/2015","1442620800","73381665.81250","65.309682573125","0.89"
"9/20/2015","1442707200","73409648.46875","69.005069560625","0.94"
"9/21/2015","1442793600","73436300.34375","66.092670309375","0.90"
"9/22/2015","1442880000","73462670.65625","66.116403590625","0.90"
"9/23/2015","1442966400","73489750.96875","66.140775871875","0.90"
"9/24/2015","1443052800","73516136.75000","59.5480707675","0.81"
"9/25/2015","1443139200","73543140.18750","54.42192373875","0.74"
"9/26/2015","1443225600","73569050.50000","57.38385939","0.78"
"9/27/2015","1443312000","73594061.59375","52.9877243475","0.72"
"9/28/2015","1443398400","73618775.81250","43.435077729375","0.59"
"9/29/2015","1443484800","73643144.25000","50.07733809","0.68"
"9/30/2015","1443571200","73668238.00000","53.04113136","0.72"
"10/1/2015","1443657600","73695660.03125","50.11304882125","0.68"
"10/2/2015","1443744000","73722573.15625","50.13134974625","0.68"
"10/3/2015","1443830400","73749026.90625","50.8868285653125","0.69"
"10/4/2015","1443916800","73774507.06250","49.428919731875","0.67"
"10/5/2015","1444003200","73800643.93750","46.494405680625","0.63"
"10/6/2015","1444089600","73825680.50000","48.72494913","0.66"
"10/7/2015","1444176000","73851814.09375","45.0496065971875","0.61"
"10/8/2015","1444262400","73878596.28125","45.804729694375","0.62"
"10/9/2015","1444348800","73904043.93750","48.037628559375","0.65"
"10/10/2015","1444435200","73929543.62500","46.57561248375","0.63"
"10/11/2015","1444521600","73956054.40625","46.5923142759375","0.63"
"10/12/2015","1444608000","73982854.40625","46.6091982759375","0.63"
"10/13/2015","1444694400","74009522.68750","44.4057136125","0.60"
"10/14/2015","1444780800","74035398.31250","37.758053139375","0.51"
"10/15/2015","1444867200","74061008.78125","41.4741649175","0.56"
"10/16/2015","1444953600","74086450.18750","39.265818599375","0.53"
"10/17/2015","1445040000","74112900.81250","40.762095446875","0.55"
"10/18/2015","1445126400","74138749.09375","38.55214952875","0.52"
"10/19/2015","1445212800","74164715.81250","36.340710748125","0.49"
"10/20/2015","1445299200","74190908.31250","32.6439996575","0.44"
"10/21/2015","1445385600","74216954.71875","32.65546007625","0.44"
"10/22/2015","1445472000","74242285.50000","43.802948445","0.59"
"10/23/2015","1445558400","74269844.09375","38.62031892875","0.52"
"10/24/2015","1445644800","74296959.09375","42.3492666834375","0.57"
"10/25/2015","1445731200","74323773.31250","48.310452653125","0.65"
"10/26/2015","1445817600","74349688.62500","55.0187695825","0.74"
"10/27/2015","1445904000","74377214.87500","64.70817694125","0.87"
"10/28/2015","1445990400","74403563.31250","75.147598945625","1.01"
"10/29/2015","1446076800","74431070.34375","86.34004159875","1.16"
"10/30/2015","1446163200","74458794.25000","77.43714602","1.04"
"10/31/2015","1446249600","74486542.06250","66.293022435625","0.89"
"11/1/2015","1446336000","74514722.21875","78.2404583296875","1.05"
"11/2/2015","1446422400","74541856.43750","71.56018218","0.96"
"11/3/2015","1446508800","74569462.21875","74.56946221875","1.00"
"11/4/2015","1446595200","74597178.62500","64.89954540375","0.87"
"11/5/2015","1446681600","74624470.03125","66.4157783278125","0.89"
"11/6/2015","1446768000","74651892.21875","68.67974084125","0.92"
"11/7/2015","1446854400","74678607.53125","68.70431892875","0.92"
"11/8/2015","1446940800","74705896.59375","76.200014525625","1.02"
"11/9/2015","1447027200","74732956.12500","74.732956125","1.00"
"11/10/2015","1447113600","74760400.18750","68.7795681725","0.92"
"11/11/2015","1447200000","74788226.75000","58.334816865","0.78"
"11/12/2015","1447286400","74816251.28125","66.5864636403125","0.89"
"11/13/2015","1447372800","74844436.43750","66.611548429375","0.89"
"11/14/2015","1447459200","74872794.09375","66.6367867434375","0.89"
"11/15/2015","1447545600","74900914.25000","67.410822825","0.90"
"11/16/2015","1447632000","74928309.40625","70.432610841875","0.94"
"11/17/2015","1447718400","74956103.00000","74.9561030","1.00"
